iter	RMSE
347	0.03600075188
348	0.03587376186
349	0.03573996486
350	0.03572562065
351	0.03567700924
352	0.0355844408
353	0.03553356603
354	0.03548884843
355	0.03538666417
356	0.03525663566
357	0.03517962128
358	0.03513457772
359	0.03500780017
360	0.03496135958
361	0.03489909776
362	0.03484804975
363	0.03484187532
364	0.03483682892
365	0.03477825464
366	0.03471071972
367	0.0346721902
368	0.03464186016
369	0.03452586027
370	0.0344497545
371	0.03439703421
372	0.03439193205
373	0.03430360184
374	0.03424694437
375	0.03412714839
376	0.03401061262
377	0.03395278463
378	0.03384051187
379	0.03381695205
380	0.03380789649
381	0.03380254373
382	0.03371787006
383	0.03370134822
384	0.0336580521
385	0.03355602422
386	0.0334727033
387	0.03343599735
388	0.03327883182
389	0.03316965865
390	0.03313053061
391	0.03307137279
392	0.03291504658
393	0.0328237221
394	0.03276056305
395	0.03268682273
396	0.03258056213
397	0.03254861092
398	0.03243756268
399	0.03240151088
400	0.03233329408
401	0.03232695814
402	0.03225873943
403	0.03222144264
404	0.03217605516
405	0.03215307611
406	0.03213181362
407	0.03207980126
408	0.03198994445
409	0.03190032263
410	0.03184097296
411	0.03175632099
412	0.03171723577
413	0.031689752
414	0.03160667865
415	0.03155894275
416	0.03150656983
417	0.03144783167
418	0.03135270456
419	0.03134775805
420	0.03129925151
421	0.03121315568
422	0.03111164565
423	0.03104923235
424	0.03099027038
425	0.03092357644
426	0.03087397051
427	0.03077807795
428	0.03069776544
429	0.03063294011
430	0.03055396975
431	0.03054331574
432	0.03045545979
433	0.03045098307
434	0.03041072735
435	0.03036538657
436	0.03030891032
437	0.03027328511
438	0.03018877307
439	0.03016911897
440	0.03010152988
441	0.0300357236
442	0.02999218375
443	0.02991193952
444	0.02986277065
445	0.0297826858
446	0.02972720954
447	0.02963411155
448	0.02959422266
449	0.029536375
450	0.02951246211
451	0.02947648629
452	0.02942592615
453	0.02938425141
454	0.02933735604
455	0.02929763413
456	0.02920238988
457	0.0291672089
458	0.02915552499
459	0.02909681696
460	0.02909074537
461	0.02904099425
462	0.02896196106
463	0.02892619956
464	0.02887713256
465	0.02883541678
466	0.02880803477
467	0.02875298874
468	0.02869982226
469	0.02866400763
470	0.02862957319
471	0.02857477141
472	0.02848855233
473	0.02842845241
474	0.0283602697
475	0.02830730711
476	0.02823685043
477	0.02819029437
478	0.02810449192
479	0.02805218726
480	0.02798586146
481	0.02794321212
482	0.0278863198
483	0.02786391723
484	0.0277814263
485	0.02769187038
486	0.02761039535
487	0.02755553184
488	0.0274594672
489	0.02740710054
490	0.02736700471
491	0.0272987973
492	0.02724488355
493	0.02719744037
494	0.02717391562
495	0.02711336566
496	0.02702108499
497	0.0269345367
498	0.02690232945
499	0.02685343143
500	0.02679346016
501	0.02675913779
502	0.02675537862
503	0.02670043547
504	0.02663992815
505	0.0265807531
506	0.02647264335
507	0.02646885736
508	0.026417879
509	0.02640232998
510	0.02633073626
511	0.0262818633
512	0.0262397375
513	0.0261839056
514	0.02610496134
515	0.02600041999
516	0.02593106171
517	0.02589122796
518	0.02584394888
519	0.02580970007
520	0.02577849709
521	0.02574704782
522	0.02571266065
523	0.02568940966
524	0.0256565581
525	0.02561058738
526	0.02557985808
527	0.02554483953
528	0.02548345684
529	0.02543600235
530	0.02538624752
531	0.02536663846
532	0.02531802887
533	0.02529834165
534	0.02526929932
535	0.02519580722
536	0.0251465295
537	0.02513142913
538	0.02505411405
539	0.02500954346
540	0.02492604284
541	0.0248977355
542	0.02482691914
543	0.02474589006
544	0.02471016983
545	0.0246698293
546	0.02462792971
547	0.02459556391
548	0.02455108904
549	0.02451430759
550	0.024480859
551	0.02447209047
552	0.02442248862
553	0.02435534152
554	0.02431049053
555	0.02429744007
556	0.02426808167
557	0.02422416705
558	0.02420519732
559	0.02416556883
560	0.02411448512
561	0.02406900926
562	0.02399421144
563	0.02393880276
564	0.02388613744
565	0.0238655736
566	0.02377711128
567	0.02371945124
568	0.02369167653
569	0.02365212687
570	0.02359550393
571	0.02355413315
572	0.02350807113
573	0.02344852451
574	0.02340607851
575	0.02336069093
576	0.02333337223
577	0.02330798989
578	0.02329847709
579	0.02324008141
580	0.02321103901
581	0.02318283948
582	0.02312829309
583	0.02311347425
584	0.02306193074
585	0.02300671642
586	0.02295765167
587	0.02293401987
588	0.02286355642
589	0.022844905
590	0.02275387223
591	0.02271201211
592	0.02264139429
593	0.02257615517
594	0.02256133715
595	0.02250293516
596	0.02248726036
597	0.02239774096
598	0.02233139685
599	0.02225610439
600	0.02219295779
601	0.02212731651
602	0.02211544328
603	0.02211081116
604	0.02208625492
605	0.02204838829
606	0.02199215316
607	0.02195232692
608	0.02193456987
609	0.02187619727
610	0.02183102952
611	0.02178215236
612	0.02177569539
613	0.02171370492
614	0.0216742283
615	0.02164951281
616	0.02159748255
617	0.02154191568
618	0.02150613709
619	0.02144064496
620	0.02138610244
621	0.02134407726
622	0.02130416487
623	0.02125762848
624	0.02121208345
625	0.02116293482
626	0.02114900507
627	0.02110154173
628	0.0210337968
629	0.02100679654
630	0.02097074416
631	0.02092218077
632	0.02089086547
633	0.02082613975
634	0.02076200859
635	0.02069555787
636	0.02065903814
637	0.02059972258
638	0.02058422384
639	0.02052343642
640	0.02049458279
641	0.02049182049
642	0.02047283813
643	0.02042154661
644	0.02037878281
645	0.02031667732
646	0.02023331366
647	0.02017844501
648	0.02013690006
649	0.02009615049
650	0.02007112976
651	0.02005654071
652	0.0200049904
653	0.01994897009
654	0.01991559435
655	0.01986988316
656	0.01983327071
657	0.01981970884
658	0.01976589022
659	0.01976039166
660	0.01974736719
661	0.01972930831
662	0.01970411384
663	0.01962950689
664	0.01957741623
665	0.01953079702
666	0.01947783202
667	0.01945397556
668	0.01941541537
669	0.01938457741
670	0.0193466477
671	0.01931522524
672	0.0192999101
673	0.01923813183
674	0.01918169073
675	0.01912595165
676	0.01910051257
677	0.01907846701
678	0.01907090583
679	0.01904322292
680	0.01901097708
681	0.01897090779
682	0.01892455584
683	0.01890711074
684	0.01888578202
685	0.01886099033
686	0.01883466397
687	0.0187779604
688	0.01877589337
689	0.01874187216
690	0.01870879198
691	0.01868072673
692	0.01866843425
693	0.01862453806
694	0.01860997533
695	0.01857637979
696	0.01857131093
697	0.01851996346
698	0.01847286514
699	0.01845003636
700	0.01843343212
701	0.01838177414
702	0.01832819248
703	0.01829617056
704	0.01825060444
705	0.01821233307
706	0.01818546229
707	0.01817205301
708	0.01814822242
709	0.0181244897
710	0.01810213345
711	0.01806856306
712	0.01803671659
713	0.01798115537
714	0.01794901008
715	0.01791214891
716	0.01788229532
717	0.0178431343
718	0.01781037405
719	0.01777164862
720	0.01773307364
721	0.01769689179
722	0.01769363231
723	0.01765186568
724	0.01761166887
725	0.01758866527
726	0.01754721316
727	0.01752995165
728	0.01750876545
729	0.01748984082
730	0.01747556437
731	0.0174435542
732	0.01742288104
733	0.01739309391
734	0.0173568362
735	0.0173399844
736	0.0172818988
737	0.01724538507
738	0.01724285493
739	0.01720488621
740	0.01718393224
741	0.01714355893
742	0.01712062391
743	0.01709114798
744	0.01706127106
745	0.01704885745
746	0.01700468581
747	0.01698499446
748	0.01696663028
749	0.01695410159
750	0.01692054264
751	0.01688590424
752	0.01683838532
753	0.01681576672
754	0.01679974286
755	0.01678413223
756	0.01676107928
757	0.01672407153
758	0.01671378236
759	0.01670201264
760	0.0166712817
761	0.01665729497
762	0.01663918229
763	0.01658954184
764	0.01652910465
765	0.01651043893
766	0.01646954001
767	0.01642048439
768	0.01639553612
769	0.01638633165
770	0.01636831191
771	0.0163672235
772	0.01635082824
773	0.01630460209
774	0.01625372426
775	0.01620932219
776	0.01616901599
777	0.0161355828
778	0.01610733103
779	0.01608313439
780	0.0160518687
781	0.01601990263
782	0.01600110077
783	0.01595880741
784	0.01591566701
785	0.01588132798
786	0.01584694629
787	0.01579396096
788	0.01577177754
789	0.01573101203
790	0.01570219214
791	0.01568073271
792	0.01565009533
793	0.01563311336
794	0.01560644252
795	0.01557964851
796	0.01554637022
797	0.01552035357
798	0.01548692602
799	0.01547529006
800	0.01545396241
801	0.01542537562
802	0.01539296938
803	0.0153701927
804	0.01535002931
805	0.01533127878
806	0.01532857693
807	0.01531786753
808	0.01529116911
809	0.01525896011
810	0.0152268857
811	0.01518184916
812	0.01515006359
813	0.01510416339
814	0.01509804672
815	0.01507970617
816	0.01506516244
817	0.01505445068
818	0.01501034319
819	0.01498445289
820	0.01496468329
821	0.01492278736
822	0.01491199346
823	0.01490789341
824	0.01490299822
825	0.01489163679
826	0.01487281803
827	0.01485458095
828	0.01482848708
829	0.01480042306
830	0.01475940772
831	0.01471148089
832	0.01466160747
833	0.01463613027
834	0.01459749922
835	0.01456481731
836	0.01456095392
837	0.01455360841
838	0.01452213372
839	0.01451875243
840	0.01450434334
841	0.01449412819
842	0.01447761998
843	0.01442341626
844	0.01442072306
845	0.01439362393
846	0.01434432757
847	0.01432683857
848	0.01431425115
849	0.01426937146
850	0.01422756564
851	0.0142142014
852	0.01418833597
853	0.01418122114
854	0.01414159122
855	0.01412816287
856	0.0141163338
857	0.01409157342
858	0.01407047928
859	0.01405606688
860	0.01404765831
861	0.01401435925
862	0.01398866029
863	0.01395917246
864	0.01395436896
865	0.01395027165
866	0.01392112636
867	0.01391916541
868	0.01391596356
869	0.01389563237
870	0.0138896287
871	0.01385851104
872	0.01384952872
873	0.01382532983
874	0.01381733111
875	0.01379317858
876	0.01375354121
877	0.01373141067
878	0.01371981271
879	0.01369070785
880	0.01368529853
881	0.01366080464
882	0.01363111089
883	0.01359706951
884	0.01358059342
885	0.01355767733
886	0.0135448033
887	0.01353203485
888	0.01351741405
889	0.01349876973
890	0.01347551345
891	0.0134712332
892	0.01344819542
893	0.01342355187
894	0.0134122104
895	0.01339057842
896	0.01338156834
897	0.01336443846
898	0.01335117027
899	0.01332637672
900	0.0132886468
901	0.01327180784
902	0.01323454349
903	0.01323146363
904	0.01321768138
905	0.01318013105
906	0.01315305058
907	0.01311870322
908	0.01309637032
909	0.01306399675
910	0.01303094398
911	0.01302126589
912	0.01300955261
913	0.01300087187
914	0.01296787828
915	0.01295095019
916	0.01292651946
917	0.01289109259
918	0.01285460145
919	0.01284408268
920	0.01282387705
921	0.01281151565
922	0.01279190542
923	0.01277888789
924	0.01277391942
925	0.01276429173
926	0.01274926709
927	0.01273438043
928	0.01270714851
929	0.01266419696
930	0.01265297445
931	0.0126290033
932	0.01259974037
933	0.01258870257
934	0.01255829275
935	0.01255271252
936	0.01253459645
937	0.0124943498
938	0.01246392927
939	0.01244985716
940	0.01243563834
941	0.01240571132
942	0.01237521816
943	0.01235913348
944	0.01232928214
945	0.01230644956
946	0.01227435334
947	0.01223720307
948	0.01222131531
949	0.01220498366
950	0.0121712148
951	0.01213485728
952	0.01213006086
953	0.01211531574
954	0.01210623976
955	0.01208975868
956	0.01206566985
957	0.01204336494
958	0.0120214645
959	0.01200988505
960	0.01199672249
961	0.01197810589
962	0.01195234884
963	0.01192673798
964	0.01190488473
965	0.01190188422
966	0.0119004724
967	0.01186040424
968	0.01184130049
969	0.01182873013
970	0.01180799828
971	0.01180439422
972	0.0117968349
973	0.01177322413
974	0.01174427899
975	0.01173387334
976	0.01172086128
977	0.01171889002
978	0.01169637985
979	0.01168642014
980	0.01167245645
981	0.01166534483
982	0.01165716353
983	0.01165037549
984	0.01159859932
985	0.01156380744
986	0.01155099764
987	0.01152915786
988	0.01152088091
989	0.01149761003
990	0.01147708491
991	0.01144886833
992	0.01143846514
993	0.0114238679
994	0.01139318947
995	0.01137591602
996	0.01136750208
997	0.01134968452
998	0.01133536179
999	0.01131290245
